INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET
I162058133,802,Simple Assault,ASSAULT SIMPLE - BATTERY,South End,130,N,2016-07-21 14:33:00,2016,7,Thursday,14,Part Two,BOYLSTON ST
I182057828,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,West Roxbury,748,N,2018-07-22 19:56:00,2018,7,Sunday,19,Part Two,INDEPENDENCE DR
I172066389,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,Downtown, ,N,2017-08-13 00:45:00,2017,8,Sunday,0,Part Two,Not Specified
I162046241,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,South End,158,N,2016-06-11 19:55:00,2016,6,Saturday,19,Part Three,SAN JUAN ST
I172046810,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,Roxbury,615,N,2017-06-12 15:51:00,2017,6,Monday,15,Part Three,LONGWOOD AVE
I182037166,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",Jamaica Plain,571,N,2018-05-16 12:03:00,2018,5,Wednesday,12,Part Two,SIGOURNEY ST
I162071794,1402,Vandalism,VANDALISM,Charlestown,900,N,2016-09-02 21:00:00,2016,9,Friday,21,Part Two,STARR KING CT
I162015505,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,Dorchester, ,N,2016-02-24 09:00:00,2016,2,Wednesday,9,Part Three,Not Specified
I182049715,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,Dorchester,379,N,2018-06-25 14:47:00,2018,6,Monday,14,Part Three,ADAMS ST
I182057904,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,Jamaica Plain,509,N,2018-07-22 11:00:00,2018,7,Sunday,11,Part One,WOODLAWN ST
I162100032,3501,Missing Person Reported,MISSING PERSON,West Roxbury,559,N,2016-12-07 08:00:00,2016,12,Wednesday,8,Part Three,WASHINGTON ST
I172085964,619,Larceny,LARCENY ALL OTHERS,Downtown,92,N,2017-10-14 23:17:00,2017,10,Saturday,23,Part One,CITY HALL PLZ
I162048427,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,Downtown,124,N,2016-06-15 11:00:00,2016,6,Wednesday,11,Part Two,HUDSON ST
I152059203,2905,Violations,VAL - OPERATING WITHOUT LICENSE,Roxbury,276,N,2015-07-17 18:44:00,2015,7,Friday,18,Part Two,RUGGLES ST
I182038273,3207,Property Found,PROPERTY - FOUND,South End,162,N,2018-05-19 23:32:00,2018,5,Saturday,23,Part Three,HARRISON AVE
I182058087,3208,Property Lost,PROPERTY - MISSING,South End,167,N,2018-07-21 13:29:00,2018,7,Saturday,13,Part Three,HARRISON AVE
I162007209,619,Larceny,LARCENY ALL OTHERS,Roxbury,330,N,2016-01-21 14:46:00,2016,1,Thursday,14,Part One,BLUE HILL AVE
I152062103,2647,Other,THREATS TO DO BODILY HARM,Dorchester,365,N,2015-07-27 17:16:00,2015,7,Monday,17,Part Two,DORCHESTER AVE
I172097818,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Downtown,84,N,2017-11-24 13:56:00,2017,11,Friday,13,Part Two,HANOVER ST
I172106128,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,Dorchester, ,N,2017-12-24 22:20:00,2017,12,Sunday,22,Part Three,RIVER ST
I172038661,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",Downtown, ,N,2017-05-17 00:12:00,2017,5,Wednesday,0,Part Two,Not Specified
I162025039,3201,Property Lost,PROPERTY - LOST,Downtown,78,N,2016-03-31 20:30:00,2016,3,Thursday,20,Part Three,BLACKSTONE ST
I182059104,423,Aggravated Assault,ASSAULT - AGGRAVATED,Downtown,74,N,2018-07-26 20:17:00,2018,7,Thursday,20,Part One,BULFINCH PL
I162035344,3125,Warrant Arrests,WARRANT ARREST,Downtown,106,N,2016-05-06 19:16:00,2016,5,Friday,19,Part Three,SUMMER ST
I172004788,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,Dorchester,351,N,2017-01-18 19:18:00,2017,1,Wednesday,19,Part Three,DORCHESTER AVE
I152096357,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Roxbury, ,N,2015-11-19 18:05:00,2015,11,Thursday,18,Part Three,Not Specified
I152063905,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,Roxbury,330,N,2015-08-02 22:01:00,2015,8,Sunday,22,Part Three,SUPPLE RD
I152073839,3115,Investigate Person,INVESTIGATE PERSON,Brighton,815,N,2015-09-05 15:25:00,2015,9,Saturday,15,Part Three,EASTON ST
I162046995,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",Mattapan,428,Y,2016-06-14 12:22:00,2016,6,Tuesday,12,Part One,BLUE HILL AVE
I182054861,3130,Search Warrants,SEARCH WARRANT,Mattapan,459,N,2018-07-12 11:49:00,2018,7,Thursday,11,Part Three,HEWINS ST
I182039968,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Downtown, ,N,2018-05-25 09:35:00,2018,5,Friday,9,Part Two,BEACH ST
I152082803,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,West Roxbury,748,N,2015-10-05 17:35:00,2015,10,Monday,17,Part Three,INDEPENDENCE DR
I182046010,1402,Vandalism,VANDALISM,Hyde Park,539,N,2018-06-13 18:18:00,2018,6,Wednesday,18,Part Two,SUNNYSIDE ST
I182002441,1201,Embezzlement,EMBEZZLEMENT,Downtown,98,N,2018-01-03 21:30:00,2018,1,Wednesday,21,Part Two,STATE ST
I182031600,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,Downtown, ,N,2018-04-27 17:17:00,2018,4,Friday,17,Part Three,MILK ST
I172044234,3201,Property Lost,PROPERTY - LOST,West Roxbury,686,N,2017-06-01 17:00:00,2017,6,Thursday,17,Part Three,COLBERG AVE
I172028677,1107,Fraud,FRAUD - IMPERSONATION,Dorchester,363,N,2016-10-16 10:00:00,2016,10,Sunday,10,Part Two,KING ST
I182055863,560,Other Burglary,BURGLARY - OTHER - FORCE,South Boston,188,N,2018-07-16 06:50:00,2018,7,Monday,6,Part One,MAYHEW ST
I182056367,619,Larceny,LARCENY ALL OTHERS,Roxbury,258,N,2018-07-17 19:37:00,2018,7,Tuesday,19,Part One,MONADNOCK ST
I162068258,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Mattapan,455,Y,2016-08-23 02:14:00,2016,8,Tuesday,2,Part One,NORWELL ST
I162102562,2647,Other,THREATS TO DO BODILY HARM,Roxbury,300,N,2016-12-16 22:15:00,2016,12,Friday,22,Part Two,CEDAR ST
I162001876,613,Larceny,LARCENY SHOPLIFTING,West Roxbury,720,N,2016-01-07 17:06:00,2016,1,Thursday,17,Part One,CENTRE ST
I152095316,3502,Missing Person Located,MISSING PERSON - LOCATED,Roxbury,327,N,2015-11-16 16:00:00,2015,11,Monday,16,Part Three,MAGNOLIA ST
I172075354,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Roxbury,319,N,2017-09-11 10:13:00,2017,9,Monday,10,Part Three,SEAVER ST
I182011759,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Downtown,77,N,2018-02-01 18:00:00,2018,2,Thursday,18,Part Three,NEW SUDBURY ST
I172039506,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Charlestown,58,N,2017-05-19 13:22:00,2017,5,Friday,13,Part Three,DUNSTABLE ST
I172102576,351,Robbery,ROBBERY - BANK,South Boston,222,N,2017-12-11 11:31:00,2017,12,Monday,11,Part One,E BROADWAY
I182041230,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,West Roxbury,822,N,2018-05-29 13:39:00,2018,5,Tuesday,13,Part Three,GEORGETOWNE PL
I162097462,3008,Medical Assistance,SUICIDE / SUICIDE ATTEMPT,South End,136,N,2016-11-29 16:49:00,2016,11,Tuesday,16,Part Three,MARLBOROUGH ST
I172097117,3125,Warrant Arrests,WARRANT ARREST,East Boston,26,N,2017-11-21 11:44:00,2017,11,Tuesday,11,Part Three,BORDER ST
I172059508,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Downtown, ,N,2017-07-22 13:51:00,2017,7,Saturday,13,Part One,ESSEX ST
I162025130,3410,Towed,TOWED MOTOR VEHICLE,Dorchester,336,N,2016-04-01 09:25:00,2016,4,Friday,9,Part Three,BOWDOIN ST
I162029565,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Hyde Park,497,N,2016-04-16 16:07:00,2016,4,Saturday,16,Part Two,HUNTINGTON AVE
I152097231,1402,Vandalism,VANDALISM,Mattapan,428,N,2015-11-21 18:30:00,2015,11,Saturday,18,Part Two,LANDOR RD
I152094755,3160,Fire Related Reports,"FIRE REPORT - CAR, BRUSH, ETC.",Charlestown, ,N,2015-11-14 21:49:00,2015,11,Saturday,21,Part Three,Not Specified
I162043389,2647,Other,THREATS TO DO BODILY HARM,Dorchester,362,N,2016-06-02 14:30:00,2016,6,Thursday,14,Part Two,WASHINGTON ST
I172004028,2403,Disorderly Conduct,DISTURBING THE PEACE,Downtown,121,N,2017-01-16 01:46:00,2017,1,Monday,1,Part Two,CHARLES ST S
I182054449,613,Larceny,LARCENY SHOPLIFTING,South Boston,186,N,2018-07-11 08:31:00,2018,7,Wednesday,8,Part One,MASSACHUSETTS AVE
I172002535,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,Roxbury,301,N,2017-01-10 12:33:00,2017,1,Tuesday,12,Part One,MARCELLA ST
I172002109,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,Brighton,796,N,2017-01-08 20:51:00,2017,1,Sunday,20,Part Three,COMMONWEALTH AVE
I172102464,802,Simple Assault,ASSAULT SIMPLE - BATTERY,South End,170,N,2017-12-10 21:18:00,2017,12,Sunday,21,Part Two,WORCESTER ST
I172065418,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Roxbury,280,N,2017-08-10 03:56:00,2017,8,Thursday,3,Part Three,DUDLEY ST
I172103390,1402,Vandalism,VANDALISM,Downtown,162,N,2017-12-13 19:30:00,2017,12,Wednesday,19,Part Two,HARRISON AVE
I182035736,3115,Investigate Person,INVESTIGATE PERSON,Roxbury, ,N,2018-05-11 09:52:00,2018,5,Friday,9,Part Three,BLUE HILL AVE
I172059929,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Jamaica Plain,912,Y,2017-07-24 01:04:00,2017,7,Monday,1,Part One,PARKER ST
I172032219,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Hyde Park,784,N,2017-04-25 13:51:00,2017,4,Tuesday,13,Part Two,WARREN ST
I182019072,3410,Towed,TOWED MOTOR VEHICLE,Brighton,786,N,2018-03-13 10:16:00,2018,3,Tuesday,10,Part Three,COMMONWEALTH AVE
I162088008,3125,Warrant Arrests,WARRANT ARREST,South End,171,N,2016-10-27 11:47:00,2016,10,Thursday,11,Part Three,HARRISON AVE
I182069027,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Mattapan,448,N,2018-08-27 06:00:00,2018,8,Monday,6,Part Three,WHEATLAND AVE
I172025603,3201,Property Lost,PROPERTY - LOST,South End,619,N,2017-04-02 17:22:00,2017,4,Sunday,17,Part Three,MASSACHUSETTS AVE
I162077390,613,Larceny,LARCENY SHOPLIFTING,Downtown,70,N,2016-09-21 18:07:00,2016,9,Wednesday,18,Part One,CHARLES ST
I152068856,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Jamaica Plain,303,Y,2015-08-20 01:10:00,2015,8,Thursday,1,Part One,ERNST ST
I182062692,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,South End,156,N,2018-08-07 00:00:00,2018,8,Tuesday,0,Part Two,TREMONT ST
I152086114,619,Larceny,LARCENY ALL OTHERS,Hyde Park,521,N,2015-10-16 17:30:00,2015,10,Friday,17,Part One,RIVER ST
I182045340,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Roxbury,261,N,2018-06-11 18:31:00,2018,6,Monday,18,Part Three,JULIAN ST
I182046534,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,Mattapan,439,N,2018-06-15 10:50:00,2018,6,Friday,10,Part Two,BLUE HILL AVE
I152101154,1402,Vandalism,VANDALISM,Mattapan,427,N,2015-12-07 17:17:00,2015,12,Monday,17,Part Two,NORFOLK ST
I182061768,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,Roxbury,305,N,2018-08-04 13:04:00,2018,8,Saturday,13,Part Three,WASHINGTON ST
I182035392,1831,Drug Violation,DRUGS - SICK ASSIST - OTHER NARCOTIC,South Boston,175,N,2018-05-10 09:13:00,2018,5,Thursday,9,Part Two,TOPEKA ST
I172017613,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,Charlestown,47,N,2017-03-05 12:33:00,2017,3,Sunday,12,Part One,SHORT ST
I162012702,2610,Other,TRESPASSING,Downtown,123,N,2016-02-17 12:00:00,2016,2,Wednesday,12,Part Two,WASHINGTON ST
I172096670,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,South Boston,199,N,2017-11-19 21:50:00,2017,11,Sunday,21,Part Three,B ST
I182022208,1402,Vandalism,VANDALISM,Charlestown,55,N,2018-03-23 17:30:00,2018,3,Friday,17,Part Two,BARTLETT ST
I152072529,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Brighton, ,N,2015-09-01 09:15:00,2015,9,Tuesday,9,Part Three,COMMONWEALTH AVE
I152096115,2647,Other,THREATS TO DO BODILY HARM,Dorchester,388,N,2015-11-19 17:03:00,2015,11,Thursday,17,Part Two,DORCHESTER AVE
I172060884,3207,Property Found,PROPERTY - FOUND,Dorchester,367,N,2017-07-27 07:45:00,2017,7,Thursday,7,Part Three,GIBSON ST
I162018141,351,Robbery,ROBBERY - BANK,Dorchester,389,N,2016-03-08 08:39:00,2016,3,Tuesday,8,Part One,GALLIVAN BLVD
I162098879,3115,Investigate Person,INVESTIGATE PERSON,Dorchester,461,N,2016-12-04 14:55:00,2016,12,Sunday,14,Part Three,ROSSETER ST
I152057995,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Dorchester,460,N,2015-07-13 21:08:00,2015,7,Monday,21,Part Three,COLUMBIA RD
I172072223,3207,Property Found,PROPERTY - FOUND,South End, ,N,2017-08-31 17:52:00,2017,8,Thursday,17,Part Three,MARLBOROUGH ST
I182036263,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,Downtown,112,N,2018-05-13 05:00:00,2018,5,Sunday,5,Part One,SUMMER ST
I162061518,1107,Fraud,FRAUD - IMPERSONATION,West Roxbury,662,N,2016-08-01 09:00:00,2016,8,Monday,9,Part Two,ASHFIELD ST
I162057206,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,Downtown, ,N,2016-07-18 14:32:00,2016,7,Monday,14,Part Three,BLUE HILL
I162011161,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,East Boston,14,N,2016-02-11 09:54:00,2016,2,Thursday,9,Part Three,HORACE ST
I162089979,2647,Other,THREATS TO DO BODILY HARM,East Boston,28,N,2016-11-02 22:32:00,2016,11,Wednesday,22,Part Two,GOVE ST
I162061365,3125,Warrant Arrests,WARRANT ARREST,Roxbury,312,N,2016-07-31 19:16:00,2016,7,Sunday,19,Part Three,HAROLD ST
I162034354,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,South End, ,N,2016-05-03 14:13:00,2016,5,Tuesday,14,Part Three,Not Specified
I162072452,3125,Warrant Arrests,WARRANT ARREST,Dorchester, ,N,2016-09-05 19:30:00,2016,9,Monday,19,Part Three,Not Specified
I172001576,1846,Drug Violation,DRUGS - POSS CLASS E,Hyde Park,527,N,2017-01-06 16:33:00,2017,1,Friday,16,Part Two,HYDE PARK AVE
I172051446,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",Mattapan,468,Y,2017-06-26 19:27:00,2017,6,Monday,19,Part One,BLUE HILL AVE
I182033062,3410,Towed,TOWED MOTOR VEHICLE,Dorchester,396,N,2018-05-02 17:57:00,2018,5,Wednesday,17,Part Three,ROSELAND ST
I182027910,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Dorchester,347,N,2018-04-14 13:00:00,2018,4,Saturday,13,Part Two,ADAMS ST
I162006438,613,Larceny,LARCENY SHOPLIFTING,South Boston,256,N,2016-01-24 18:08:00,2016,1,Sunday,18,Part One,WILLIAM T MORRISSEY BLVD
I152100749,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,Downtown,78,N,2015-12-06 13:20:00,2015,12,Sunday,13,Part One,BLACKSTONE ST
I172054220,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Jamaica Plain, ,N,2017-07-05 15:39:00,2017,7,Wednesday,15,Part Three,COLUMBUS AVE
I162097885,2905,Violations,VAL - OPERATING WITHOUT LICENSE,South Boston,196,N,2016-12-01 08:30:00,2016,12,Thursday,8,Part Two,DORCHESTER AVE
I162002185,613,Larceny,LARCENY SHOPLIFTING,South End,133,N,2016-01-08 17:48:00,2016,1,Friday,17,Part One,NEWBURY ST
I162019556,1402,Vandalism,VANDALISM,Jamaica Plain,912,N,2016-03-13 04:04:00,2016,3,Sunday,4,Part Two,CENTRE ST
I172056646,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,West Roxbury,694,N,2017-06-25 17:00:00,2017,6,Sunday,17,Part Three,MAPLE ST
I152092899,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,Mattapan,944,N,2015-11-08 19:06:00,2015,11,Sunday,19,Part Three,STRATTON ST
I162100607,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,South Boston,175,N,2016-12-10 00:14:00,2016,12,Saturday,0,Part Three,G ST
I172103912,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,Brighton,793,N,2017-12-16 10:13:33,2017,12,Saturday,10,Part Three,COMMONWEALTH AVE
I162065456,619,Larceny,LARCENY ALL OTHERS,South Boston,231,N,2016-08-14 11:30:00,2016,8,Sunday,11,Part One,PETERS ST
I182058909,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Brighton,752,N,2018-07-26 10:11:00,2018,7,Thursday,10,Part Two,OAK SQUARE AVE
I162029494,3402,Service,ANIMAL INCIDENTS,Jamaica Plain,307,N,2016-04-16 10:59:00,2016,4,Saturday,10,Part Three,WALNUT PARK
I172080514,3501,Missing Person Reported,MISSING PERSON,Brighton,784,N,2017-09-27 01:07:00,2017,9,Wednesday,1,Part Three,WARREN ST
I172078549,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,Dorchester,250,N,2017-09-21 10:48:00,2017,9,Thursday,10,Part Two,GRAMPIAN WAY
I172067865,900,Arson,ARSON,South End,170,N,2017-08-17 00:00:00,2017,8,Thursday,0,Other,E CONCORD ST
I162049214,3502,Missing Person Located,MISSING PERSON - LOCATED,West Roxbury,723,N,2016-06-21 12:26:00,2016,6,Tuesday,12,Part Three,VFW PKWY
I182007165,2610,Other,TRESPASSING,Jamaica Plain,912,N,2018-01-27 17:37:00,2018,1,Saturday,17,Part Two,CENTRE ST
I162087155,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,South End, ,N,2016-10-21 11:30:00,2016,10,Friday,11,Part Three,PUBLIC ALLEY NO 441
I152063559,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,Hyde Park,499,N,2015-08-01 15:30:00,2015,8,Saturday,15,Part Three,CLARE AVE
I162037669,617,Larceny,LARCENY THEFT FROM BUILDING,Dorchester,385,N,2016-05-14 14:55:00,2016,5,Saturday,14,Part One,GALLIVAN BLVD
I172058170,2647,Other,THREATS TO DO BODILY HARM,South Boston,216,N,2017-07-18 12:40:00,2017,7,Tuesday,12,Part Two,DORCHESTER ST
I172009333,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Jamaica Plain,577,N,2017-02-03 16:19:00,2017,2,Friday,16,Part Three,BEETHOVEN ST
I162097920,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Jamaica Plain, ,N,2016-12-01 10:29:00,2016,12,Thursday,10,Part Two,Not Specified
I162045986,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,Roxbury,319,N,2016-06-10 20:56:00,2016,6,Friday,20,Part Three,MAPLE ST
I172011815,3301,Verbal Disputes,VERBAL DISPUTE,South Boston,915,N,2017-02-13 16:19:23,2017,2,Monday,16,Part Three,MERCER ST
I152096676,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Jamaica Plain,634,N,2015-11-21 12:23:00,2015,11,Saturday,12,Part Three,PERKINS ST
I172058575,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,Brighton, ,N,2017-07-19 15:44:00,2017,7,Wednesday,15,Part Three,BRIGHTON AVE
I182017702,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Hyde Park,525,N,2018-03-08 11:51:00,2018,3,Thursday,11,Part Three,SIERRA RD
I162034429,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,East Boston,22,N,2016-05-03 17:12:00,2016,5,Tuesday,17,Part Three,PORTER ST
I182004681,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,Downtown, ,N,2018-01-18 13:26:00,2018,1,Thursday,13,Part Two,CONGRESS ST
I152076254,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,Mattapan,465,N,2015-09-14 00:41:00,2015,9,Monday,0,Part Three,BLUE HILL AVE
I172013903,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",Roxbury,611,Y,2017-02-20 14:08:00,2017,2,Monday,14,Part Two,KEMPTON ST
I162003863,619,Larceny,LARCENY ALL OTHERS,Downtown, ,N,2016-01-14 22:24:00,2016,1,Thursday,22,Part One,CAUSEWAY ST
I172055368,802,Simple Assault,ASSAULT SIMPLE - BATTERY,South End,619,N,2017-07-09 10:47:00,2017,7,Sunday,10,Part Two,WESTLAND AVE
I172103629,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Hyde Park, ,N,2017-12-15 11:00:00,2017,12,Friday,11,Part Three,MILTON ST
I172054711,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Roxbury,259,N,2017-07-07 02:00:00,2017,7,Friday,2,Part Three,MAGNOLIA ST
I172098008,2660,Other,OTHER OFFENSE,Roxbury,258,Y,2017-11-25 06:42:00,2017,11,Saturday,6,Part Two,DAVERN AVE
I172091223,3115,Investigate Person,INVESTIGATE PERSON,Downtown,103,N,2017-11-01 00:01:00,2017,11,Wednesday,0,Part Three,SCHOOL ST
I182033498,2405,Disorderly Conduct,DISORDERLY CONDUCT,Downtown, ,N,2018-05-04 02:25:00,2018,5,Friday,2,Part Two,CONGRESS ST
I162009908,619,Larceny,LARCENY ALL OTHERS,Downtown,118,N,2016-02-06 02:05:00,2016,2,Saturday,2,Part One,STUART ST
I172041224,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Mattapan,464,N,2017-05-25 00:34:00,2017,5,Thursday,0,Part Two,BLUE HILL AVE
I162088907,3114,Investigate Property,INVESTIGATE PROPERTY,Hyde Park,521,N,2016-10-30 16:45:00,2016,10,Sunday,16,Part Three,FAIRMOUNT AVE
I172084588,617,Larceny,LARCENY THEFT FROM BUILDING,Roxbury,281,N,2017-10-10 17:11:00,2017,10,Tuesday,17,Part One,GREENVILLE ST
I182019552,2405,Disorderly Conduct,DISORDERLY CONDUCT,Mattapan,435,N,2018-03-15 13:01:00,2018,3,Thursday,13,Part Two,PEACEVALE RD
I182069982,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Downtown, ,N,2018-08-31 14:39:00,2018,8,Friday,14,Part Two,Not Specified
I172089363,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,South Boston,913,N,2017-10-25 22:31:00,2017,10,Wednesday,22,Part Three,MOUNT VERNON ST
I162068407,1402,Vandalism,VANDALISM,Downtown,95,N,2016-08-23 12:30:00,2016,8,Tuesday,12,Part Two,E INDIA ROW
I182005278,1107,Fraud,FRAUD - IMPERSONATION,Hyde Park,479,N,2017-12-14 12:00:00,2017,12,Thursday,12,Part Two,GREENFIELD RD
I162004882,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,Dorchester,405,N,2016-01-18 19:10:00,2016,1,Monday,19,Part Two,WASHINGTON ST
I172098775,3301,Verbal Disputes,VERBAL DISPUTE,Mattapan,419,N,2017-11-28 09:54:00,2017,11,Tuesday,9,Part Three,MORTON ST
I172029428,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Dorchester,360,Y,2017-04-15 16:53:00,2017,4,Saturday,16,Part One,BOURNESIDE ST
I172006577,3125,Warrant Arrests,WARRANT ARREST,Dorchester,352,N,2017-01-25 07:41:00,2017,1,Wednesday,7,Part Three,ARCADIA ST
I172039719,2403,Disorderly Conduct,DISTURBING THE PEACE,Downtown,84,N,2017-05-20 00:08:00,2017,5,Saturday,0,Part Two,HANOVER ST
I162061227,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,Mattapan,943,N,2016-07-31 02:30:00,2016,7,Sunday,2,Part One,WOODBOLE AVE
I162048134,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Mattapan,464,N,2016-06-17 14:22:00,2016,6,Friday,14,Part Three,BLUE HILL AVE
I172073856,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,Roxbury,295,N,2017-09-06 14:41:00,2017,9,Wednesday,14,Part Three,HERMAN ST
I152092172,1402,Vandalism,VANDALISM,Dorchester,817,N,2015-11-02 17:30:00,2015,11,Monday,17,Part Two,TALBOT AVE
I162072197,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,West Roxbury,706,N,2016-09-04 19:33:00,2016,9,Sunday,19,Part One,COWING ST
I182014100,301,Robbery,ROBBERY - STREET,Dorchester,334,N,2018-02-22 18:16:00,2018,2,Thursday,18,Part One,TRENT ST
I172058270,1602,Prostitution,PROSTITUTION - SOLICITING,Brighton,814,N,2017-07-18 15:43:00,2017,7,Tuesday,15,Part Two,EATONIA ST
I152094168,3125,Warrant Arrests,WARRANT ARREST,Dorchester,451,N,2015-11-13 01:57:00,2015,11,Friday,1,Part Three,PARK ST
I162006622,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Mattapan,441,Y,2016-01-25 14:38:00,2016,1,Monday,14,Part One,NIGHTINGALE ST
I172024273,2647,Other,THREATS TO DO BODILY HARM,Roxbury,308,N,2017-03-29 09:41:00,2017,3,Wednesday,9,Part Two,MUNROE ST
I162049202,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,Mattapan,469,N,2016-06-21 12:21:17,2016,6,Tuesday,12,Part Two,WALK HILL ST
